id,originalName,technology,tag,standard
1022002,Avoid using RSA Cryptographic algorithms without OAEP,JEE,CWE-780,CWE
1039002,Avoid using Deprecated SSL protocols to secure connection,JEE,CWE-319,CWE
1039004,Avoid using HttpServletRequest.getRequestedSessionId(),JEE,A2-2013,OWASP
1039004,Avoid using HttpServletRequest.getRequestedSessionId(),JEE,A2-2017,OWASP
1039004,Avoid using HttpServletRequest.getRequestedSessionId(),JEE,CWE-807,CWE
1039006,Avoid using predictable SecureRandom Seeds,JEE,A5-2013,OWASP
1039006,Avoid using predictable SecureRandom Seeds,JEE,A6-2017,OWASP
1039006,Avoid using predictable SecureRandom Seeds,JEE,CWE-336,CWE
1039006,Avoid using predictable SecureRandom Seeds,JEE,CWE-337,CWE
1039008,Avoid thrown Exceptions in servlet methods,JEE,A3-2017,OWASP
1039008,Avoid thrown Exceptions in servlet methods,JEE,A6-2013,OWASP
1039008,Avoid thrown Exceptions in servlet methods,JEE,CWE-600,CWE
1039010,Avoid using risky cryptographic hash (JEE),JEE,A3-2017,OWASP
1039010,Avoid using risky cryptographic hash (JEE),JEE,A6-2013,OWASP
1039010,Avoid using risky cryptographic hash (JEE),JEE,ASCSM-CWE-327,CISQ
1039010,Avoid using risky cryptographic hash (JEE),JEE,CWE-327,CWE
1039012,Avoid using referer header field in HTTP request,JEE,A2-2013,OWASP
1039012,Avoid using referer header field in HTTP request,JEE,A2-2017,OWASP
1039012,Avoid using referer header field in HTTP request,JEE,CWE-293,CWE
1039014,Avoid using Cipher with no HMAC to ensure data integrity,JEE,CWE-353,CWE
1039016,Avoid Unvalidated Redirect,JEE,A10-2013,OWASP
1039016,Avoid Unvalidated Redirect,JEE,CWE-601,CWE
1039018,Avoid using cryptography hash with hardcoded salt,JEE,CWE-759,CWE
1039018,Avoid using cryptography hash with hardcoded salt,JEE,CWE-760,CWE
1039020,Avoid using javax.crypto.NullCipher,JEE,A3-2017,OWASP
1039020,Avoid using javax.crypto.NullCipher,JEE,A6-2013,OWASP
1039020,Avoid using javax.crypto.NullCipher,JEE,CWE-327,CWE
1040002,Spring Security CSRF Protection must not be disabled,JEE,A8-2013,OWASP
1040002,Spring Security CSRF Protection must not be disabled,JEE,CWE-352,CWE
1040004,Ensure that any application request is authenticated with HTTP basic,JEE,A4-2013,OWASP
1040004,Ensure that any application request is authenticated with HTTP basic,JEE,A5-2017,OWASP
1040004,Ensure that any application request is authenticated with HTTP basic,JEE,CWE-287,CWE
1040006,Ensure that Content-Security-Policy is set for Spring Application,JEE,A3-2013,OWASP
1040006,Ensure that Content-Security-Policy is set for Spring Application,JEE,A7-2017,OWASP
1040006,Ensure that Content-Security-Policy is set for Spring Application,JEE,CWE-1021,CWE
1040008,Ensure that login form is declared after requesting authorization and authentication,JEE,A4-2013,OWASP
1040008,Ensure that login form is declared after requesting authorization and authentication,JEE,A5-2017,OWASP
1040008,Ensure that login form is declared after requesting authorization and authentication,JEE,CWE-287,CWE
1040010,Cookies must be deleted during the logout,JEE,A4-2013,OWASP
1040010,Cookies must be deleted during the logout,JEE,A5-2017,OWASP
1040010,Cookies must be deleted during the logout,JEE,CWE-287,CWE
1040012,Ensure that HTTP Session is invalidated during logout,JEE,A4-2013,OWASP
1040012,Ensure that HTTP Session is invalidated during logout,JEE,A5-2017,OWASP
1040012,Ensure that HTTP Session is invalidated during logout,JEE,CWE-287,CWE
1050000,Avoid using the call of web service with iOS/Objective-C API inside a loop,Objective-C,ASCPEM-PRF-8,CISQ
1050002,Avoid using NSString stringWithFormat on behalf of NSURL instance,Objective-C,ASCSM-CWE-134,CISQ
1050002,Avoid using NSString stringWithFormat on behalf of NSURL instance,Objective-C,M7-2016,OWASP
1050004,Avoid using NSPredicate predicateWithFormat,Objective-C,ASCSM-CWE-134,CISQ
1050004,Avoid using NSPredicate predicateWithFormat,Objective-C,M7-2016,OWASP
1050006,Avoid using NSException raise:format: and raise:format:arguments:,Objective-C,ASCSM-CWE-134,CISQ
1050006,Avoid using NSException raise:format: and raise:format:arguments:,Objective-C,M7-2016,OWASP
1050008,Avoid using NSMutableString appendFormat: on behalf of NSURL instance,Objective-C,ASCSM-CWE-134,CISQ
1050008,Avoid using NSMutableString appendFormat: on behalf of NSURL instance,Objective-C,M7-2016,OWASP
1050010,Avoid using NSURLRequest setAllowsAnyHTTPSCertificate:forHost,Objective-C,M3-2016,OWASP
1050012,Objective-C interface overrides the isEqual: method but not the hash method,Objective-C,ASCRM-RLB-4,CISQ
1050012,Objective-C interface overrides the isEqual: method but not the hash method,Objective-C,M7-2016,OWASP
1050014,UIApplication delegate applicationDidEnterBackground: must delete sensitive data,Objective-C,M2-2016,OWASP
1050016,Never use strcat() function,Objective-C,ASCRM-CWE-120,CISQ
1050016,Never use strcat() function,Objective-C,ASCSM-CWE-120,CISQ
1050016,Never use strcat() function,Objective-C,ASCSM-CWE-134,CISQ
1050016,Never use strcat() function,Objective-C,M7-2016,OWASP
1050018,Never use strcpy() function,Objective-C,ASCRM-CWE-120,CISQ
1050018,Never use strcpy() function,Objective-C,ASCSM-CWE-120,CISQ
1050018,Never use strcpy() function,Objective-C,ASCSM-CWE-134,CISQ
1050018,Never use strcpy() function,Objective-C,M7-2016,OWASP
1050020,Avoid return statement in @finally block,Objective-C,ASCMM-MNT-1,CISQ
1050020,Avoid return statement in @finally block,Objective-C,M7-2016,OWASP
1050022,Avoid using deprecated SSL protocol,Objective-C,ASCSM-CWE-327,CISQ
1050022,Avoid using deprecated SSL protocol,Objective-C,M5-2016,OWASP
1050024,Avoid using kSecAttrAccessibleAlways attribute when storing data in the Keychain,Objective-C,M2-2016,OWASP
1050026,Avoid using non thread-safe Objective-C singleton pattern,Objective-C,ASCRM-RLB-12,CISQ
1050026,Avoid using non thread-safe Objective-C singleton pattern,Objective-C,M7-2016,OWASP
1050028,Always use LAContext canEvaluatePolicy: before using evaluatePolicy:,Objective-C,M1-2016,OWASP
1050030,Ensure the Objective-C error condition check is not fragile,Objective-C,ASCRM-RLB-1,CISQ
1050030,Ensure the Objective-C error condition check is not fragile,Objective-C,M7-2016,OWASP
1050032,Ensure that LAContext evaluatePolicy: reply block success is checked,Objective-C,M1-2016,OWASP
1050034,Ensure that LAContext evaluatePolicy: reply block is not empty,Objective-C,M1-2016,OWASP
1050036,Ensure that iOS Projects are ARC enabled,Objective-C,ASCSM-CWE-789,CISQ
1050038,Avoid using NSURLRequestUseProtocolCachePolicy for NSURLRequest,Objective-C,M2-2016,OWASP
1050040,Avoid using SecTransform API,Objective-C,ASCSM-CWE-327,CISQ
1050042,Avoid synchronizing the credentials with iCloud,Objective-C,M2-2016,OWASP
1050044,Avoid weak encryption providing sufficient key size,Objective-C,ASCSM-CWE-327,CISQ
1050044,Avoid weak encryption providing sufficient key size,Objective-C,M5-2016,OWASP
1050046,Avoid Weak Encryption Algorithm,Objective-C,ASCSM-CWE-327,CISQ
1050046,Avoid Weak Encryption Algorithm,Objective-C,M5-2016,OWASP
1050048,Avoid creating file without protection,Objective-C,M2-2016,OWASP
1050050,Avoid using cryptography hash without salt,Objective-C,ASCSM-CWE-327,CISQ
1050050,Avoid using cryptography hash without salt,Objective-C,M5-2016,OWASP
1050052,Avoid empty finally block,Objective-C,** missing tag **,** missing standard **
1050054,Mandate curly braces,Objective-C,** missing tag **,** missing standard **
1050060,Avoid using a break statement in 'for' loops,Objective-C,** missing tag **,** missing standard **
1050062,Avoid empty catch blocks,Objective-C,** missing tag **,** missing standard **
1050064,Avoid using risky cryptographic hash,Objective-C,** missing tag **,** missing standard **
1050066,Avoid using unsecured cookie,Objective-C,** missing tag **,** missing standard **
1060004,Avoid Empty Finally Block When Calling Resource,JEE,ASCRM-RLB-1,CISQ
1060012,Avoid SQL queries on XXL tables that no index can support for artifacts with high fan-in,SQLAnalyzer,** missing tag **,** missing standard **
1060014,Avoid SQL queries that no index can support for artifacts with high fan-in,SQLAnalyzer,** missing tag **,** missing standard **
1060018,Avoid String concatenation in loops for artifacts with high fan in,JEE,** missing tag **,** missing standard **
1060020,Avoid empty catch blocks for methods with high fan-in,"ABAP, etc.",ASCRM-RLB-1,CISQ
1060022,Avoid too many SQL calls for methods with high fan-in,"C#, etc.",ASCPEM-PRF-10,CISQ
1065000,"""continue"" statement should not be used.","C++, etc.",** missing tag **,** missing standard **
1065002,"""enum"" members other than the first one should not be explicitly initialized unless all members are explicitly initialized.","C++, etc.",** missing tag **,** missing standard **
1101000,Never use SQL queries with a cartesian product,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101002,Never use SQL queries with a cartesian product on XXL Tables,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101004,Avoid non-indexed SQL queries,ALL TECHNOLOGIES,ASCPEM-PRF-5,CISQ
1101006,Avoid non-indexed XXL SQL queries,ALL TECHNOLOGIES,ASCPEM-PRF-5,CISQ
1101008,Avoid non-SARGable queries,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101010,Avoid NATURAL JOIN queries,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101012,Specify column names instead of column numbers in ORDER BY clauses,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101014,Avoid queries using old style join convention instead of ANSI-Standard joins,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101016,Avoid Artifacts with too many parameters,SQLAnalyzer,ASCMM-MNT-13,CISQ
1101018,Avoid using the GROUP BY clause,SQLAnalyzer,** missing tag **,** missing standard **
1101020,Avoid using quoted identifiers,SQLAnalyzer,** missing tag **,** missing standard **
1101022,Avoid Tables without Primary Key,SQLAnalyzer,** missing tag **,** missing standard **
1101024,Avoid using dynamic SQL in SQL Artifacts,SQLAnalyzer,** missing tag **,** missing standard **
1101026,Always define column names when inserting values,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101028,Use MINUS or EXCEPT operator instead of NOT EXISTS and NOT IN subqueries,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101030,Avoid Artifacts with queries on too many Tables and or Views,SQLAnalyzer,** missing tag **,** missing standard **
1101032,Avoid exists and not exists independent clauses,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101034,DISTINCT should not be used in SQL SELECT statements,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101036,Use ANSI standard operators in SQL WHERE clauses,"Visual Basic, etc.",** missing tag **,** missing standard **
1101038,Replace OR conditions testing equality on the same identifier in SQL WHERE clauses by an IN test condition,ALL TECHNOLOGIES,** missing tag **,** missing standard **
1101040,Avoid empty catch blocks,SQLAnalyzer,ASCRM-RLB-1,CISQ
1101042,Table naming convention - character set control,SQLAnalyzer,** missing tag **,** missing standard **
1101044,View naming convention - character set control,SQLAnalyzer,** missing tag **,** missing standard **
1101046,Package naming convention - prefix control,SQLAnalyzer,** missing tag **,** missing standard **
1101048,Package Function naming convention - prefix control,SQLAnalyzer,** missing tag **,** missing standard **
1101050,Package Stored Procedure naming convention - prefix control,SQLAnalyzer,** missing tag **,** missing standard **
1101916,"When using compound indexes, avoid having different indexes",JEE,** missing tag **,** missing standard **
1101918,Avoid having MongoDB databases access without authentication activated,JEE,** missing tag **,** missing standard **
1101958,Avoid artifacts having db.collection.ensureIndex() to create new indexes,"C#, etc.",** missing tag **,** missing standard **
1101962,Avoid using explain() in production code,"C#, etc.",** missing tag **,** missing standard **
1101964,"When using compound indexes, avoid having different index ordering in collection access","C#, etc.",** missing tag **,** missing standard **
1101966,Avoid having MongoDB databases access without authentication activated,"C#, etc.",** missing tag **,** missing standard **
1520102,"SiebelReview: Custom BC Based On S_PARTY Table Missing the ""Inner Join Extension Table"" User Property",Siebel,** missing tag **,** missing standard **
1520106,SiebelReview: Avoid bad BusComp configuration when using Standard 1:M Extension Tables,Siebel,** missing tag **,** missing standard **
1520108,SiebelReview: Avoid bad Link configuration when using Standard 1:M Extension Tables,Siebel,** missing tag **,** missing standard **
1520110,SiebelReview: Incorrect Join Specification To 1:1 Extension Table ROW_ID,Siebel,** missing tag **,** missing standard **
1520112,SiebelReview: Missing Join Specification for Custom Joins,Siebel,** missing tag **,** missing standard **
1520114,SiebelReview: Pick Maps Missing or Incorrectly Defined,Siebel,** missing tag **,** missing standard **
1520124,Siebel: Don't associate Views to more than 1 Screen,Siebel,** missing tag **,** missing standard **
1520126,SiebelReview: Duplicate Column Mappings,Siebel,** missing tag **,** missing standard **
1520128,SiebelReview: PickList Not Defined,Siebel,** missing tag **,** missing standard **
1520140,SiebelScriptingReview: Unilingual Error messages scripted,Siebel,** missing tag **,** missing standard **
1520160,Siebel: Don't delete standard extension columns (ATTRIB_),Siebel,** missing tag **,** missing standard **
1520162,Siebel: Do not add custom Fields to a Siebel Base table,Siebel,** missing tag **,** missing standard **
1520180,Siebel eScript: Avoid Functions with High Cyclomatic Complexity,Siebel,** missing tag **,** missing standard **
1520182,Siebel eScript: Avoid missing default Case handling in Switch Construct in Functions,Siebel,** missing tag **,** missing standard **
1520220,Siebel eScript: Avoid empty Functions,Siebel,** missing tag **,** missing standard **
1520322,Siebel eScript: Avoid setting Scripts to Inactive,Siebel,** missing tag **,** missing standard **
1520324,Siebel: Avoid inactive elements in an Applet,Siebel,** missing tag **,** missing standard **
1520326,Siebel: Avoid unreferenced Fields in Business Component,Siebel,** missing tag **,** missing standard **
1520328,Siebel: Avoid unreferenced Columns in Tables,Siebel,** missing tag **,** missing standard **
1520380,Siebel: Applet's name should contain the type,Siebel,** missing tag **,** missing standard **
1520382,Siebel: View's name should have an initial capatilized word only and no special characters,Siebel,** missing tag **,** missing standard **
1520384,Siebel: BusComp's name should have an initial capatilized word only and no special characters,Siebel,** missing tag **,** missing standard **
1520386,Siebel: One-to-One Extension tables should be suffixed with _X,Siebel,** missing tag **,** missing standard **
1520388,Siebel: One-to-Many Extension tables should be suffixed with _XM,Siebel,** missing tag **,** missing standard **
1520390,Siebel: BC Field name should not end with a question mark,Siebel,** missing tag **,** missing standard **
1520420,Siebel: Every Added Applet should have a title,Siebel,** missing tag **,** missing standard **
1520422,Siebel: Applets from the same view cannot have the same title,Siebel,** missing tag **,** missing standard **
1520440,Siebel eScript: Avoid undocumented Functions,Siebel,** missing tag **,** missing standard **
1520442,Siebel eScript: Avoid Functions with a low comment/code ratio,Siebel,** missing tag **,** missing standard **
1520460,Siebel eScript: Avoid exception handling on Loops in Functions,Siebel,** missing tag **,** missing standard **
1520480,SiebelReview: Avoid BusComp using Sort specifications on non-indexed Fields,Siebel,** missing tag **,** missing standard **
1520482,SiebelReview: Avoid PickList using Sort specifications on non-indexed Fields,Siebel,** missing tag **,** missing standard **
1520484,SiebelReview: Avoid Link using Sort specifications on non-indexed Fields,Siebel,** missing tag **,** missing standard **
1520486,SiebelReview: Avoid BusComp using Search specifications on non-indexed Fields,Siebel,** missing tag **,** missing standard **
1520488,SiebelReview: Avoid PickList using Search specifications on non-indexed Fields,Siebel,** missing tag **,** missing standard **
1520490,SiebelReview: Avoid Link using Search specifications on non-indexed Fields,Siebel,** missing tag **,** missing standard **
1520492,SiebelReview: Avoid Applet using Search specifications on non-indexed Fields,Siebel,** missing tag **,** missing standard **
1520494,Siebel eScript: Avoid complex PreGetFieldValue Functions,Siebel,** missing tag **,** missing standard **
1520496,Siebel eScript: Avoid using ExecuteQuery() statement in Functions,Siebel,** missing tag **,** missing standard **
1520498,SiebelReview: Force Active property Set to TRUE at BusComp level,Siebel,** missing tag **,** missing standard **
1520500,SiebelReview: Force Active BusComp Field Property Set to TRUE,Siebel,** missing tag **,** missing standard **
1520502,SiebelReview: Link Specification For BusComp Field Property Set To TRUE,Siebel,** missing tag **,** missing standard **
1520508,SiebelReview: Nested MVFs,Siebel,** missing tag **,** missing standard **
1520510,SiebelScriptingReview: Explicit Object Release,Siebel,** missing tag **,** missing standard **
1520512,SiebelScriptingReview: Scripting The PreCanInvokeMethod Event For A Business Service,Siebel,** missing tag **,** missing standard **
1520540,Siebel: Avoid too many MVG on list applet,Siebel,** missing tag **,** missing standard **
1520544,Siebel: Don't overload Siebel Tables,Siebel,** missing tag **,** missing standard **
1520548,SiebelReview: MVL Primary Configuration,Siebel,** missing tag **,** missing standard **
1520550,SiebelReview: Check No Match Property Set to TRUE for MVLs,Siebel,** missing tag **,** missing standard **
1520552,SiebelReview: Joins to XM Tables,Siebel,** missing tag **,** missing standard **
1520554,SiebelReview: Using Extension Tables,Siebel,** missing tag **,** missing standard **
1520580,"Siebel eScript: Avoid Functions without Try, Catch and Finally block",Siebel,** missing tag **,** missing standard **
1520582,Siebel eScript: Avoid Functions destroying variables outside of the finally clause,Siebel,** missing tag **,** missing standard **
1520584,Siebel eScript: Avoid Functions having Return statement in the Finally clause,Siebel,** missing tag **,** missing standard **
1520586,Siebel eScript: Prefer using GotoView in the Finally clause of a Function,Siebel,** missing tag **,** missing standard **
1520588,Siebel Scripting Review: Using Error Code in scripts,Siebel,** missing tag **,** missing standard **
1520680,SiebelReview: State Model on BusComps Not Based on CSSBCBase,Siebel,** missing tag **,** missing standard **
1520720,Siebel: Defining Ancestry of Custom Applets,Siebel,** missing tag **,** missing standard **
1520722,Siebel: Defining Ancestry of Custom Business Components,Siebel,** missing tag **,** missing standard **
1520724,Siebel: Length of the Column should not exceed the length of the Field,Siebel,** missing tag **,** missing standard **
1520726,Siebel eScript: Avoid putting all code in the Applet_PreInvokeMethod event,Siebel,** missing tag **,** missing standard **
1520728,Siebel eScript: Avoid putting all code in the Service_PreInvokeMethod event,Siebel,** missing tag **,** missing standard **
1520730,Siebel eScript: Prefer SWITCH over nested IF-THEN-ELSE in Functions,Siebel,** missing tag **,** missing standard **
1520732,Siebel eScript: Use DeleteRecord Method only inside Loops located in Functions,Siebel,** missing tag **,** missing standard **
1520734,Siebel eScript: Avoid using multiple conditions in IF constructions in Functions,Siebel,** missing tag **,** missing standard **
1520736,Siebel: Business Component Field should have same type as related Table Column,Siebel,** missing tag **,** missing standard **
1520738,Siebel eScript: Avoid Functions using compiler directives like define and if,Siebel,** missing tag **,** missing standard **
1520742,Siebel Scripting Review: Use of the SetViewMode() method,Siebel,** missing tag **,** missing standard **
1520760,SiebelReview: Adding System Columns as BusComp Field Objects Definitions,Siebel,** missing tag **,** missing standard **
1520762,SiebelReview: Controls or List Columns Based on Non-Existent Fields,Siebel,** missing tag **,** missing standard **
1520764,SiebelReview: Duplicate Item Identifiers,Siebel,** missing tag **,** missing standard **
1520774,SiebelScriptReview: Setting field values using hardcoded values,Siebel,** missing tag **,** missing standard **
1520822,SiebelReview: View Visibility Settings,Siebel,** missing tag **,** missing standard **
1520824,"SiebelReview: Incorrect Thread Applet, Title, or Field Properties",Siebel,** missing tag **,** missing standard **
1520826,SiebelReview: Custom Business Component Contains No Required Fields,Siebel,** missing tag **,** missing standard **
1520860,Siebel: Avoid Business Objects referencing too many Business Components,Siebel,** missing tag **,** missing standard **
1520862,Siebel: Avoid Business Components referencing more than X tables,Siebel,** missing tag **,** missing standard **
1520864,SiebelReview: Too Many Applets on a View,Siebel,** missing tag **,** missing standard **
1520866,SiebelReview: Excessive Number of List Columns in a List Applet,Siebel,** missing tag **,** missing standard **
1520868,Siebel eScript: Avoid Functions with more than X variables,Siebel,** missing tag **,** missing standard **
1520880,Siebel eScript: Avoid Functions with more than X Lines of Code,Siebel,** missing tag **,** missing standard **
1521000,Siebel: Don't delete Standard Tables,Siebel,** missing tag **,** missing standard **
1521002,Siebel: Don't delete Standard Business Components,Siebel,** missing tag **,** missing standard **
1521004,Siebel: Don't delete Standard Applets,Siebel,** missing tag **,** missing standard **
1521006,Siebel: Don't delete Standard Views,Siebel,** missing tag **,** missing standard **
1521008,Siebel: Don't delete Standard Screens,Siebel,** missing tag **,** missing standard **
1521010,Siebel: Don't delete Standard Business Objects,Siebel,** missing tag **,** missing standard **
1521012,Siebel: Don't delete Standard Business Services,Siebel,** missing tag **,** missing standard **
1521500,Siebel: Avoid unreferenced Tables,Siebel,** missing tag **,** missing standard **
1521502,Siebel: Avoid unreferenced Business Components,Siebel,** missing tag **,** missing standard **
1521504,Siebel: Avoid unreferenced Applets,Siebel,** missing tag **,** missing standard **
1521506,Siebel: Avoid unreferenced Views,Siebel,** missing tag **,** missing standard **
1521508,Siebel: Avoid unreferenced Screens,Siebel,** missing tag **,** missing standard **
1521510,Siebel: Avoid unreferenced Business Objects,Siebel,** missing tag **,** missing standard **
1521512,Siebel: Avoid unreferenced Business Services,Siebel,** missing tag **,** missing standard **
1521700,Siebel: Table's name should have a designated prefix like XX_LABEL,Siebel,** missing tag **,** missing standard **
1521702,Siebel: Business Component's name should begin with Company prefix,Siebel,** missing tag **,** missing standard **
1521704,Siebel: Applet's name should begin with Company prefix,Siebel,** missing tag **,** missing standard **
1521706,Siebel: View's name should begin with Company prefix,Siebel,** missing tag **,** missing standard **
1521708,Siebel: Screen's name should begin with Company prefix,Siebel,** missing tag **,** missing standard **
1521710,Siebel: Business Object's name should begin with Company prefix,Siebel,** missing tag **,** missing standard **
1521712,Siebel: Business Service's name should begin with Company prefix,Siebel,** missing tag **,** missing standard **
1522000,Siebel: Avoid undocumented Tables,Siebel,** missing tag **,** missing standard **
1522002,Siebel: Avoid undocumented Business Components,Siebel,** missing tag **,** missing standard **
1522004,Siebel: Avoid undocumented Applets,Siebel,** missing tag **,** missing standard **
1522006,Siebel: Avoid undocumented Views,Siebel,** missing tag **,** missing standard **
1522008,Siebel: Avoid undocumented Screens,Siebel,** missing tag **,** missing standard **
1522010,Siebel: Avoid undocumented Business Objects,Siebel,** missing tag **,** missing standard **
1522012,Siebel: Avoid undocumented Business Services,Siebel,** missing tag **,** missing standard **
1600100,PeopleSoft: Page fields using views must be display only,PeopleSoft,** missing tag **,** missing standard **
1600102,PeopleSoft: Avoid inserting or deleting data on grid based on a record view,PeopleSoft,** missing tag **,** missing standard **
1600104,PeopleSoft: Avoid disabling insert or delete on grid based on a record table,PeopleSoft,** missing tag **,** missing standard **
1600106,PeopleSoft: Avoid using the SqlExec statements in the PeopleCode,PeopleSoft,** missing tag **,** missing standard **
1600108,"PeopleSoft: Check if ""Commit"" statements have been used only where it is necessary",PeopleSoft,** missing tag **,** missing standard **
1600110,"PeopleSoft: Check existence of ""Update"", ""Insert"" & ""Delete"" Statements using SQLExec function",PeopleSoft,** missing tag **,** missing standard **
1600140,"PeopleSoft: Record field based on XLAT should be defined as ""Translate Table Edit""",PeopleSoft,** missing tag **,** missing standard **
1600142,PeopleSoft: Message item must have a translation into another language,PeopleSoft,** missing tag **,** missing standard **
1600144,PeopleSoft: XLAT item must have a translation into another language,PeopleSoft,** missing tag **,** missing standard **
1600146,PeopleSoft: Field label item must have a translation into another language,PeopleSoft,** missing tag **,** missing standard **
1600148,PeopleSoft: Menu label must have a translation into another language,PeopleSoft,** missing tag **,** missing standard **
1600150,PeopleSoft: Number of substitution joker for message text must be equal,PeopleSoft,** missing tag **,** missing standard **
1600160,PeopleSoft: Avoid deleting delivered values in standard XLAT,PeopleSoft,** missing tag **,** missing standard **
1600162,PeopleSoft: Never delete a field from a standard panel,PeopleSoft,** missing tag **,** missing standard **
1600166,PeopleSoft: Do NOT delete PeopleSoft defined fields from a record.,PeopleSoft,** missing tag **,** missing standard **
1600168,PeopleSoft: All new Translate value shoud be at dd/mm/yyyy,PeopleSoft,** missing tag **,** missing standard **
1600170,PeopleSoft: Never remove a standard page from component,PeopleSoft,** missing tag **,** missing standard **
1600180,PeopleSoft: Avoid modification on lenghts or types on Field,PeopleSoft,** missing tag **,** missing standard **
1600182,PeopleSoft: Avoid renaming or changing attributes on existing projet's Fields,PeopleSoft,** missing tag **,** missing standard **
1600184,PeopleSoft: Avoid PeopleCode Event with High Cyclomatic,PeopleSoft,** missing tag **,** missing standard **
1600186,PeopleSoft: Avoid PeopleCode Functions with High Cyclomatic,PeopleSoft,** missing tag **,** missing standard **
1600188,PeopleSoft: Avoid PeopleCode Methods with High Cyclomatic,PeopleSoft,** missing tag **,** missing standard **
1600190,PeopleSoft: Avoid PeopleCode Classes with High Cyclomatic,PeopleSoft,** missing tag **,** missing standard **
1600200,PeopleSoft: Don't use hardscode message,PeopleSoft,** missing tag **,** missing standard **
1600220,PeopleSoft: Avoid unfilled Field Label,PeopleSoft,** missing tag **,** missing standard **
1600280,"PeopleSoft: Avoid put PeopleCode into Fields, prefer Component Level",PeopleSoft,** missing tag **,** missing standard **
1600282,PeopleSoft: Write UNION ALL instead of UNION statement,PeopleSoft,** missing tag **,** missing standard **
1600284,PeopleSoft: Avoid using comments in SQL queries,PeopleSoft,** missing tag **,** missing standard **
1600286,PeopleSoft: Avoid use the Hints to force Oracle to use a specific access method,PeopleSoft,** missing tag **,** missing standard **
1600288,PeopleSoft: Avoid using count(*) syntax,PeopleSoft,** missing tag **,** missing standard **
1600290,PeopleSoft: Avoid using ROWNUM and ORDER BY,PeopleSoft,** missing tag **,** missing standard **
1600292,PeopleSoft: In an INSERT statement define explicitly the values for all the table columns,PeopleSoft,** missing tag **,** missing standard **
1600294,"PeopleSoft: Child records must share all keys as the parent record, plus one or more keys that uniquely identify each row.",PeopleSoft,** missing tag **,** missing standard **
1600296,PeopleSoft: Related Language tables must have the same key structure as the table with the addition of the field LANGUAGE_CD.,PeopleSoft,** missing tag **,** missing standard **
1600320,PeopleSoft: Avoid creating unused Field label,PeopleSoft,** missing tag **,** missing standard **
1600380,PeopleSoft: Naming convention on Search Record,PeopleSoft,** missing tag **,** missing standard **
1600384,PeopleSoft: Naming convention on Language Record Table,PeopleSoft,** missing tag **,** missing standard **
1600386,PeopleSoft: Naming convention on Language Record View,PeopleSoft,** missing tag **,** missing standard **
1600396,PeopleSoft: Naming convention on AE State Record,PeopleSoft,** missing tag **,** missing standard **
1600398,PeopleSoft: Naming convention on AE Temporary Record,PeopleSoft,** missing tag **,** missing standard **
1600400,PeopleSoft: Naming convention suffix on Record View,PeopleSoft,** missing tag **,** missing standard **
1600402,PeopleSoft: Naming convention suffix on Record Derived,PeopleSoft,** missing tag **,** missing standard **
1600460,PeopleSoft: Isolate common expressions,PeopleSoft,** missing tag **,** missing standard **
1600480,PeopleSoft: Avoid too many Related displays,PeopleSoft,** missing tag **,** missing standard **
1600482,PeopleSoft: Avoid unlimited occurs on grids,PeopleSoft,** missing tag **,** missing standard **
1600484,PeopleSoft : Create all new Record Table in a specific tablespace,PeopleSoft,** missing tag **,** missing standard **
1600486,PeopleSoft: Create all new Record Temp in a specific tablespace,PeopleSoft,** missing tag **,** missing standard **
1600488,PeopleSoft: Avoid tables having indexes with a too large index definition,PeopleSoft,** missing tag **,** missing standard **
1600490,PeopleSoft: Avoid disabling Deferred Processing on Fields,PeopleSoft,** missing tag **,** missing standard **
1600492,PeopleSoft: Avoid disabling Deferred Processing on Pages,PeopleSoft,** missing tag **,** missing standard **
1600494,PeopleSoft: Avoid disabling Deferred Processing on Components,PeopleSoft,** missing tag **,** missing standard **
1600496,PeopleSoft: Send messages in the SavePostChange event,PeopleSoft,** missing tag **,** missing standard **
1600500,"PeopleSoft: Using DISTINCT, GROUP BY or UNION clause in a View implies that no join using an index can be done on this View.",PeopleSoft,** missing tag **,** missing standard **
1600502,PeopleSoft: All record must have at least one column as key,PeopleSoft,** missing tag **,** missing standard **
1600504,"PeopleSoft: All keys should be located at the top of the record definition, and listed in order of importance.",PeopleSoft,** missing tag **,** missing standard **
1600506,PeopleSoft: All select statement must list each field specifically,PeopleSoft,** missing tag **,** missing standard **
1600508,PeopleSoft: Use as possible SQL section rather than PeopleCode in the application engine,PeopleSoft,** missing tag **,** missing standard **
1600510,PeopleSoft: Always prefer joining tables to subqueries,PeopleSoft,** missing tag **,** missing standard **
1600512,PeopleSoft: Use the DISTINCT clause only when we are sure that the query will return duplicate results,PeopleSoft,** missing tag **,** missing standard **
